sentences,labels,sentences_zh
Energy Expenditure during Cell Spreading Regulates the Stem Cells Responses to Matrix Stiffness,cell biology,细胞扩散期间的能量消耗调节干细胞对基质刚度的响应
The neural computation of human prosocial choices in complex motivational states,neuroscience,复杂动机状态中人类亲社会选择的神经计算
Distinct Processing of Selection and Execution Errors in Neural Signatures of Outcome Monitoring,neuroscience,在结果监测的神经签名中选择和执行错误的独特处理
Face familiarity detection with complex synapses,neuroscience,面对复杂突触的熟悉度检测
The metastable brain associated with autistic-like traits of typically developing individuals,neuroscience,与典型发展个体的自闭症特征相关的亚稳态大脑
Electrode pooling: How to boost the yield of switchable silicon probes for neuronal recordings,neuroscience,电极合并：如何提高神经元记录的可切换硅探针的产量
Constricted migration is associated with stable 3D genome structure differences in cancer cells,systems biology,狭窄的迁移与稳定的3D基因组结构在癌细胞中的差异有关
"Multi-Study Learning for Real-time Neurochemical Sensing in Humans using the ""Study Strap Ensemble""",neuroscience,使用“研究表带集合”的人类实时神经化学感测的多研究学习
"Linear reinforcement learning: Flexible reuse of computation in planning, grid fields, and cognitive control",neuroscience,线性增强学习：在计划，网格场和认知控制中的计算灵活重复使用
Network potential identifies therapeutic miRNA cocktails in Ewings Sarcoma,systems biology,网络潜力识别ewings肉瘤中的治疗miRNA鸡尾酒
Dopamine and stress signalling interplay patterns social organization in mice,animal behavior and cognition,多巴胺和压力信号交互模式社会组织中的社会组织
Mapping Human Pluripotent Stem Cell Derived Erythroid Differentiation by Single-Cell Transcriptome Analysis,developmental biology,通过单细胞转录组分析绘制人类多能干细胞衍生的红细胞分化
Bacterial lipopolysaccharide induces settlement and metamorphosis in a marine larva,ecology,细菌脂多糖诱导海洋幼虫的沉降和变形
Cascading Epigenomic Analysis for Identifying Disease Genes from the Regulatory Landscape of GWAS Variants,bioinformatics,从GWAS变体的调节景观中鉴定疾病基因的级联表观基因组分析
"Genetic Association Study of Childhood Aggression across raters, instruments and age",genomics,跨评估者，工具和年龄跨越儿童侵略的遗传关联研究
Constitutively enhanced genome integrity maintenance and direct stress mitigation characterize transcriptome of extreme stress-adapted Arabidopsis halleri,plant biology,构成性增强基因组完整性维持和直接压力缓解表征了极端压力适应的拟南芥的转录组
BitEpi: A Fast and Accurate Exhaustive Higher-Order Epistasis Search,bioinformatics,bitepi：快速准确的详尽的高阶上学搜索
"A cross-nearest neighbor/Monte Carlo algorithm for single molecule localization microscopy defines interactions between p53, Mdm2, and MEG3",cell biology,用于单分子定位显微镜的跨近期邻居/蒙特卡洛算法定义了p53，MDM2和MEG3之间的相互作用
Astral microtubule crosslinking by Feo safeguards uniform nuclear distribution in the Drosophila syncytium,cell biology,果蝇合胞体中FEO保障均匀核分布的星体微管交联
Advancing motion denoising of multiband resting state functional connectivity fMRI data,neuroscience,推进运动静态状态功能连接fMRI数据的运动降级
17q21.31 sub-haplotypes underlying H1-associated risk for Parkinsons disease are associated with LRRC37A/2 expression in astrocytes,neuroscience,17Q21.31帕金森氏病与H1相关风险的基础型子型与星形胶质细胞中的LRRC37A/2表达有关
Accurate modeling of replication rates in genome-wide association studies by accounting for winner's curse and study-specific heterogeneity,bioinformatics,通过考虑获奖者的诅咒和特定研究的异质性，对全基因组关联研究的复制率进行准确建模
"Comparative population genetic structure of two ixodid tick species (Ixodes ovatus and Haemaphysalis flava) in Niigata Prefecture, Japan",genetics,日本尼加塔县的两个ixodid tick物种（ixodes ovatus and haemaphysalis flava）的比较种群遗传结构
The CDK8 inhibitor DCA promotes a tolerogenic chemical immunophenotype in CD4+ T cells via a novel CDK8-GATA3-FOXP3 pathway,immunology,CDK8抑制剂DCA通过新型CDK8-GATA3-FOXP3途径促进CD4+ T细胞中的耐受性化学免疫表型
Neural Fragility as an EEG Marker of the Seizure Onset Zone,neuroscience,神经脆弱性作为癫痫发作区的脑电图标记
Corollary Discharge Promotes a Sustained Motor State in a Neural Circuit for Navigation,neuroscience,推论排放促进神经回路中持续的运动状态进行导航
Decay and damage of therapeutic phage OMKO1 by environmental stressors,microbiology,环境压力源的治疗噬菌体OMKO1的衰减和损害
Spike-timing-dependent plasticity rewards synchrony rather than causality,neuroscience,依赖于峰值的可塑性奖励同步而不是因果关系
Discoidin domain receptor 2 drives melanoma drug resistance through AXL-dependent phenotype switching,cancer biology,盘状结构域受体2通过AXL依赖的表型切换驱动黑色素瘤耐药性
Chromatin-accessibility estimation of single-cell ATAC data with scOpen,bioinformatics,单细胞ATAC数据的染色质吸收性估计带有scopen
Base-pair resolution analysis of the effect of supercoiling on DNA flexibility and major groove recognition by triplex-forming oligonucleotides,biophysics,碱基对分辨率分析超螺旋对DNA柔韧性的影响和通过三核苷酸的主要凹槽识别
Grapevine rootstocks affect growth-related scion phenotypes,plant biology,葡萄茎茎影响与生长有关的接触表型
Dopamine differentially modulates the size of projection neuron ensembles in the intact and dopamine-depleted striatum,neuroscience,多巴胺差异调节了完整和多巴胺的纹状体中投影神经元合奏的大小
"Plant size, leaf economics, and their diversity are strong controls of tundra carbon cycling",ecology,植物尺寸，叶子经济学及其多样性是苔原碳循环的强大控制
Antagonistic plants preferentially target arbuscular mycorrhizal fungi that are highly connected to mutualistic plants,ecology,拮抗植物优先靶向高度连接到相互植物的羊膜菌根真菌
Differential tolerance of Zymoseptoria tritici to altered optimal moisture conditions during the early stages of wheat infection,microbiology,小麦感染的早期阶段，扎孔塞普利亚对最佳水分条件的差异耐受性
Characterization and rescue by oxytocin of an atypical thermo-sensory reactivity in neonatal mice lacking the autism-associated gene Magel2.,neuroscience,催产素在缺乏自闭症相关基因magel2的新生小鼠中的非典型热敏感反应性的表征和营救。
A novel cis regulatory element regulates human XIST in CTCF-dependent manner,genomics,新型的顺式调节元件以CTCF依赖性方式调节人类XIST
Analytical solution of linearized equations of the Morris-Lecar neuron model at large constant stimulation,neuroscience,莫里斯 - 莱卡神经元模型线性方程的分析解，在大恒定刺激下
Clumpy coexistence in phytoplankton: The role of functional similarity in community assembly,ecology,浮游植物中的块状共存：功能相似性在社区集会中的作用
SpecHap: a diploid phasing algorithm based on spectral graph theory,bioinformatics,SpecHap：基于光谱图理论的二倍体相位算法
Comparative proximity biotinylation implicates RAB18 in cholesterol mobilization and biosynthesis,cell biology,比较亲近生物素化含义Rab18在胆固醇动员和生物合成中
The Euler Characteristic and Topological Phase Transitions in Complex Systems,biophysics,复杂系统中的Euler特性和拓扑相变
"Predicting transmembrane protein-protein complexes: TransINT, a novel computational approach",bioinformatics,预测跨膜蛋白 - 蛋白质复合物：Transint，一种新型的计算方法
Disentangling spatial and environmental effects: flexible methods for community ecology and macroecology,ecology,解开空间和环境影响：社区生态学和宏观生态学的灵活方法
Framework to simulate gene regulatory networks with stochastic molecular kinetics and to infer steady-state network structure,systems biology,用随机分子动力学模拟基因调节网络并推断稳态网络结构的框架
Reward value revealed by auction in rhesus monkeys,animal behavior and cognition,恒河猴拍卖会揭示的奖励价值
"Chr21 protein-protein interactions: enrichment in products involved in intellectual disabilities, autism and Late Onset Alzheimer Disease",neuroscience,CHR21蛋白质 - 蛋白质相互作用：涉及智障，自闭症和晚期阿尔茨海默氏病的产品的富集
A modular RNA interference system for multiplexed gene regulation,synthetic biology,多路复用基因调控的模块化RNA干扰系统
Helping those who help others for indirect fitness benefits not indirect reciprocity,evolutionary biology,帮助那些帮助他人间接健身的人，而不是间接互惠
